제작품,만드는 작업대 수,가장 빠른 작업대,1개당 작업량(최고 속도),전체 작업대(1개당 작업량),key
지각 보호막 – 시제품,1,밀리라 범용 작업대,,밀리라 범용 작업대(?),T:MEXY_ShieldCore_Prototype
지각 보호막 – 조율,1,태양 용광로,,태양 용광로(?),T:MEXY_ShieldCore_Ranged
지향성 EMS 방출기,1,CMC 나노 CNC 작업대,14961,CMC 나노 CNC 작업대(14961),T:EMS_DirectedEmitter
지휘모,2,전기 재봉 작업대,261,"전기 재봉 작업대(261), 재봉 작업대(286)",T:Apparel_AuthorityCap
진공 방호복,1,기계 작업대,8348,기계 작업대(8348),T:Apparel_Vacsuit
진공 방호복 헬멧,1,기계 작업대,2609,기계 작업대(2609),T:Apparel_VacsuitHelmet
진공 저항 피부,1,조립 작업대,4522,조립 작업대(4522),T:VacskinGland
진공보호 혈청,1,혈청 연구대,423,혈청 연구대(423),T:VacProtectSerum
진공암 석재,1,석재 절삭대,22,석재 절삭대(22),T:BlocksVacstone
진정 약초 연고,2,약물 연구대,476,"약물 연구대(476), 간이 제작 장소(909)",T:VV_SoothingHerbalOintment
집속형 저격소총,1,밀리라 범용 작업대,9130,밀리라 범용 작업대(9130),T:Milira_ConvergentRaySniper
집정관,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_BishopIII
집중제,1,약물 연구대,43,약물 연구대(43),T:Concentration_DP2Unofficial
차지 라이플,2,중력 단조대,6081,"중력 단조대(6081), 조립 작업대(7826)",T:Gun_ChargeRifle
차지 라이플,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_ChargeRifle
차지 랜스,2,중력 단조대,8108,"중력 단조대(8108), 조립 작업대(10435)",T:Gun_ChargeLance
창,2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:MeleeWeapon_Spear
채굴 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleMining
척탄 갑옷,1,조립 작업대,10435,조립 작업대(10435),T:Apparel_ArmorMarineGrenadier
천둥의 룬 I,1,룬 작업대,1000,룬 작업대(1000),T:Isekai_Rune_Thunder
천둥의 룬 II,1,룬 작업대,1300,룬 작업대(1300),T:Isekai_Rune_Thunder_II
천둥의 룬 III,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Thunder_III
천둥의 룬 IV,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Thunder_IV
천둥의 룬 V,1,룬 작업대,2500,룬 작업대(2500),T:Isekai_Rune_Thunder_V
"천살성검 ""아라야""",1,태양 용광로,60000,태양 용광로(60000),T:PLAMilira_Alaya
철퇴,2,전기 단조 작업대,1043,"전기 단조 작업대(1043), 단조 작업대(1043)",T:MeleeWeapon_Mace
청소기 유닛 조립,1,밀리라 드론 인쇄기,2783,밀리라 드론 인쇄기(2783),R:Milira_MakeDrone_Cleansweeper
초경조직 천,1,조립 작업대,11,조립 작업대(11),T:Hyperweave
초능력 공명기,1,CMC 주조 가공대,551,CMC 주조 가공대(551),T:CMC_Accessory_EMBooster_Psy
초능력 메크링크,1,밀리라 중력 직조기,22857,밀리라 중력 직조기(22857),T:Milira_PsionicMechlink
초능력 보호막 벨트,2,밀리라 범용 작업대,6522,"밀리라 범용 작업대(6522), 밀리라 중력 직조기(7143)",T:Milira_Psionicshieldbelt
초능력 보호막 파동기,1,초월공학 작업대,27778,초월공학 작업대(27778),T:MAG_GuardianPulser
초능력 증진기,1,초월공학 작업대,5556,초월공학 작업대(5556),T:PsychicSensitizer
초능력 증폭 펜던트,2,밀리라 범용 작업대,6522,"밀리라 범용 작업대(6522), 밀리라 중력 직조기(7143)",T:Milira_PsionicAmplifyPendant
초대형 마나 코어,1,제련 작업대,1200,제련 작업대(1200),T:Isekai_HugeManaCore
초대형 메카노이드 소생,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),R:ResurrectUltraheavyMech
초대형 조각상,1,조소 작업대,29167,조소 작업대(29167),T:SculptureGrand
초월 방어핵,1,조립 작업대,1043,조립 작업대(1043),T:OP_ArmorCore
초월 보호막 벨트,1,조립 작업대,1043,조립 작업대(1043),T:OP_ShieldBelt
초월 소총,1,조립 작업대,1391,조립 작업대(1391),T:OP_TranscendentRifle
초월 합금,1,조립 작업대,35,조립 작업대(35),T:OP_TranscendentAlloy
초월계 고기,2,초월공학 스토브,139,"초월공학 스토브(139), 초월공학 작업대(463)",T:SuperDuperArchoMeat
초월계 덩어리,1,초월공학 작업대,926,초월공학 작업대(926),T:archotechmatteraddingsomecraptoavoidproblems
초월계 빵,1,초월공학 스토브,1111,초월공학 스토브(1111),T:MAG_ArchotechBake
초월계 식물성 물질,2,초월공학 스토브,139,"초월공학 스토브(139), 초월공학 작업대(463)",T:SuperDuperArchoPlant
초월계 약품,1,초월공학 작업대,6481,초월공학 작업대(6481),T:ArchotechishMedicine
초월계 직화구이,1,초월공학 스토브,1111,초월공학 스토브(1111),T:MAG_archotechgrill
초월계 축산물,2,초월공학 스토브,139,"초월공학 스토브(139), 초월공학 작업대(463)",T:ArchotechMilkEggThing
초월계 파편,1,초월공학 작업대,167,초월공학 작업대(167),T:ArchotechScrap
초월계 향신료,1,초월공학 스토브,694,초월공학 스토브(694),T:ArchoNutVial
초월계 후식,1,초월공학 스토브,1250,초월공학 스토브(1250),T:MAG_ArchotechDessert
초월공학 간,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentLiver
초월공학 간,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechLiver
초월공학 간 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Liver
초월공학 간 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Liver
초월공학 골반,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentPelvis
초월공학 골반,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechPelvis
초월공학 골반 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Pelvis
초월공학 골반 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Pelvis
초월공학 귀,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechEar
초월공학 뇌 도우미,1,기본 초월공학 제작대,3604,기본 초월공학 제작대(3604),T:ArchotechBrainMelder
초월공학 뇌 임플란트,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentBrain
초월공학 뇌 임플란트 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Brain
초월공학 뇌 임플란트 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Brain
초월공학 눈,2,기본 초월공학 제작대,180,"기본 초월공학 제작대(180), 초월공학 작업대(9259)",T:ArchotechEye
초월공학 다리,2,기본 초월공학 제작대,901,"기본 초월공학 제작대(901), 초월공학 작업대(9259)",T:ArchotechLeg
초월공학 멸절기,1,기본 초월공학 제작대,3604,기본 초월공학 제작대(3604),T:ArchotechDeathClaw
초월공학 방어막 막,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentMembrane
초월공학 방어막 막 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Membrane
초월공학 방어막 막 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Membrane
초월공학 부활기,1,초월공학 작업대,11111,초월공학 작업대(11111),T:MechSerumResurrectorButBetter
초월공학 사료,1,초월공학 스토브,9,초월공학 스토브(9),T:MAG_Archotech_Kibble
초월공학 식사,3,전기 스토브,681,"전기 스토브(681), 스토브(681), 태양 조리대(1185)",T:MealArchoAdvanced
초월공학 신장,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentKidney
초월공학 신장,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechKidney
초월공학 신장 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Kidney
초월공학 신장 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Kidney
초월공학 심장,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentHeart
초월공학 심장,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechHeart
초월공학 심장 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Heart
초월공학 심장 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Heart
초월공학 왕복선 제작기,1,초월공학 작업대,7407,초월공학 작업대(7407),T:Apparel_ArchoShuttle
초월공학 위,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentStomach
초월공학 위,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechStomach
초월공학 위 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Stomach
초월공학 위 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Stomach
초월공학 육식주의 식사,3,전기 스토브,681,"전기 스토브(681), 스토브(681), 태양 조리대(1185)",T:MealArchoAdvanced_Carni
초월공학 의수,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentArm
초월공학 의수 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Arm
초월공학 의수 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Arm
초월공학 의안,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentEye
초월공학 의안 (1단계),1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Eye
초월공학 의안 (2단계),1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Eye
초월공학 의이,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentEar
초월공학 의이 (1단계),1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Ear
초월공학 의이 (2단계),1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Ear
초월공학 의족,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentLeg
초월공학 의족 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Leg
초월공학 의족 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Leg
초월공학 장벽,1,기본 초월공학 제작대,3604,기본 초월공학 제작대(3604),T:ArchotechMembrane
초월공학 재생기,1,기본 초월공학 제작대,3604,기본 초월공학 제작대(3604),T:ArchotechRegenerationMatrix
초월공학 제압기,1,기본 초월공학 제작대,3604,기본 초월공학 제작대(3604),T:ArchotechObliterator
초월공학 채식주의 식사,3,전기 스토브,681,"전기 스토브(681), 스토브(681), 태양 조리대(1185)",T:MealArchoAdvanced_Veg
초월공학 척추,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentSpine
초월공학 척추,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechSpine
초월공학 척추 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Spine
초월공학 척추 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Spine
초월공학 턱,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentJaw
초월공학 턱,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechDenture
초월공학 턱 (1단계),1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Jaw
초월공학 턱 (2단계),1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Jaw
초월공학 팔,2,기본 초월공학 제작대,901,"기본 초월공학 제작대(901), 초월공학 작업대(9259)",T:ArchotechArm
초월공학 폐,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentLung
초월공학 폐,1,기본 초월공학 제작대,2703,기본 초월공학 제작대(2703),T:ArchotechLung
초월공학 폐 (1단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T1_Lung
초월공학 폐 (2단계) 이식물,1,조립 작업대,696,조립 작업대(696),T:OP_TranscendentImplants_T2_Lung
초월기술 터널러,1,고급 메카 배양기,1800,고급 메카 배양기(1800),T:Mech_TunnelerUltra
초월입자 캡슐,1,초월공학 작업대,22222,초월공학 작업대(22222),T:ArchiteCapsule
초콜릿 시럽,1,조미료 작업대,13,조미료 작업대(13),T:VCE_ChocolateSyrup
초혼 방울,2,전기 단조 작업대,2609,"전기 단조 작업대(2609), 단조 작업대(2609)",T:RM_SoulChanterBell
충격 입자 블래스터,1,밀리라 범용 작업대,2348,밀리라 범용 작업대(2348),T:Milian_ParticleBeamBlaster
카디널,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_BishopIV
카우보이 모자,2,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343)",T:Apparel_CowboyHat
칼날 손톱,1,기계 작업대,2609,기계 작업대(2609),T:HandTalon
캐모마일 차,4,전기 스토브,170,"전기 스토브(170), 스토브(170), 태양 조리대(296), 모닥불(348)",T:VV_ChamomileTea
캡틴,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_PawnIV
컨스트럭토이드,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Constructoid
케첩,1,조미료 작업대,7,조미료 작업대(7),T:VCE_Ketchup
코르셋,2,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286)",T:Apparel_Corset
콘스티,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Consti
쾌락회로,1,기계 작업대,2609,기계 작업대(2609),T:Joywire
크레이버 대물 레일건,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_AntiMaterielRailgun
크로스 비키니 상의,2,전기 재봉 작업대,383,"전기 재봉 작업대(383), 재봉 작업대(419)",T:CAT_Apparel_CrossBikiniTop
크로스 비키니 하의,2,전기 재봉 작업대,383,"전기 재봉 작업대(383), 재봉 작업대(419)",T:CAT_Apparel_CrossBikiniBottom
클린스위퍼,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Cleansweeper
타임 차,4,전기 스토브,170,"전기 스토브(170), 스토브(170), 태양 조리대(296), 모닥불(348)",T:VV_ThymeTea
탄도 연산 칩,1,CMC 주조 가공대,630,CMC 주조 가공대(630),T:CMC_Accessory_AdvancedScopeB
탄약대,2,전기 재봉 작업대,609,"전기 재봉 작업대(609), 재봉 작업대(667)",T:Apparel_Bandolier
태양 보호막 벨트,2,밀리라 범용 작업대,1304,"밀리라 범용 작업대(1304), 밀리라 중력 직조기(1429)",T:Milira_Solarshieldbelt
태양 연료,2,입자 구축기,67,"입자 구축기(67), 연료 정제기(91)",T:Milira_SunLightFuel
태양광 격자 피질,2,밀리라 범용 작업대,15652,"밀리라 범용 작업대(15652), 태양 용광로(51429)",T:Milira_FianchettoChip
태양단강,3,태양 용광로,14,"태양 용광로(14), 입자 구축기(20), 밀리라 중력 직조기(29)",T:Milira_SunPlateSteel
터널러,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Tunneler
털모자,2,전기 재봉 작업대,209,"전기 재봉 작업대(209), 재봉 작업대(229)",T:Apparel_Tuque
테서론,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Tesseron
테슬라 센티피드,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:TW_Mech_MechTeslaCentipede
테크레기나,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_TechRegina
통각 차단장치,1,기계 작업대,2609,기계 작업대(2609),T:Painstopper
통신 배열 헤드셋,1,기계 작업대,365,기계 작업대(365),T:Apparel_ArrayHeadset
통합 전술 장비,1,태양 용광로,5714,태양 용광로(5714),T:MEXY_IntegratedTacticalGear_Apparel
통합자 헤드셋,1,조립 작업대,2739,조립 작업대(2739),T:Apparel_IntegratorHeadset
투창 다발,2,전기 단조 작업대,1217,"전기 단조 작업대(1217), 단조 작업대(1217)",T:Pila
트라이세라,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_TriSera
트랜스,1,약물 연구대,429,약물 연구대(429),T:Trance_DP2Unofficial
특수 공수부대 사일런트 맨티스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:TW_Mech_Paratrooper
튼튼한 피부,1,조립 작업대,4522,조립 작업대(4522),T:ToughskinGland
티셔츠,2,전기 재봉 작업대,278,"전기 재봉 작업대(278), 재봉 작업대(305)",T:Apparel_BasicShirt
티키,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Tiki
파괴용 도끼,2,전기 단조 작업대,870,"전기 단조 작업대(870), 단조 작업대(870)",T:MeleeWeapon_BreachAxe
파괴의 룬 I,1,룬 작업대,1200,룬 작업대(1200),T:Isekai_Rune_Devastation
파괴의 룬 II,1,룬 작업대,1560,룬 작업대(1560),T:Isekai_Rune_Devastation_II
파괴의 룬 III,1,룬 작업대,1920,룬 작업대(1920),T:Isekai_Rune_Devastation_III
파괴의 룬 IV,1,룬 작업대,2400,룬 작업대(2400),T:Isekai_Rune_Devastation_IV
파괴의 룬 V,1,룬 작업대,3000,룬 작업대(3000),T:Isekai_Rune_Devastation_V
파라메딕,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Paramedic
파르바티,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Parvati
파브리코어,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Fabricor
파쇄 해머 CQC-20,1,밀리라 범용 작업대,12174,밀리라 범용 작업대(12174),T:PLAMilira_BreachingHammer
파이어미션 카트리지,1,기계 작업대,10435,기계 작업대(10435),T:Firekit
파이크맨,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Pikeman
파카,2,전기 재봉 작업대,1391,"전기 재봉 작업대(1391), 재봉 작업대(1524)",T:Apparel_Parka
파편 동물 파동기,1,생체강 성형 작업대,1979,생체강 성형 작업대(1979),T:ShardAnimalPulser
파편 수류탄,1,기계 작업대,2087,기계 작업대(2087),T:Weapon_GrenadeFrag
파편 정신분열 창,1,생체강 성형 작업대,2165,생체강 성형 작업대(2165),T:Apparel_ShardPsychicInsanityLance
파편 정신충격 창,1,생체강 성형 작업대,1856,생체강 성형 작업대(1856),T:Apparel_ShardPsychicShockLance
판금갑옷,2,전기 단조 작업대,6609,"전기 단조 작업대(6609), 단조 작업대(6609)",T:Apparel_PlateArmor
팔괘경,2,전기 단조 작업대,3130,"전기 단조 작업대(3130), 단조 작업대(3130)",T:RM_BaguaMirror
팔꿈치 칼날,1,기계 작업대,2609,기계 작업대(2609),T:ElbowBlade
팔라딘,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_KnightIV
팬텀세일,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Phantomsail
펄스 광선총,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_PulsedBeamGun
펄스 레이저 기관총,1,태양 용광로,64286,태양 용광로(64286),T:Milira_LaserMG
펄스 발사기,1,기계 작업대,5217,기계 작업대(5217),T:Gun_EmpLauncher
펄스 수류탄,1,기계 작업대,4174,기계 작업대(4174),T:Weapon_GrenadeEMP
펄스탄,1,기계 작업대,139,기계 작업대(139),T:Shell_EMP
페녹시실린,1,약물 연구대,286,약물 연구대(286),T:Penoxycyline
페닉시아,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Phoenixia
페르소나 전투 망치,2,전기 단조 작업대,5217,"전기 단조 작업대(5217), 단조 작업대(5217)",T:DR_BattleHammerBladelink
페르소나 폭발 전투 망치,2,전기 단조 작업대,5217,"전기 단조 작업대(5217), 단조 작업대(5217)",T:DR_BattleHammerBladelink_Ex
페미컨,4,전기 스토브,19,"전기 스토브(19), 스토브(19), 태양 조리대(32), 모닥불(38)",T:Pemmican
포탑 배낭,1,기계 작업대,1739,기계 작업대(1739),T:Apparel_PackTurret
포터라인,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Porterline
포터라인 카트리지,1,기계 작업대,522,기계 작업대(522),T:Gracekit
포톤 필버그,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:NCL_Mech_PillBug
폰 I,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_PawnI
폰 II,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_PawnII
폰 밀리언 모델 소생,1,밀리언 배양기,1800,밀리언 배양기(1800),R:Milira_ResurrectMilian_Pawn
표준 서브코어,1,조립 작업대,696,조립 작업대(696),T:SubcoreRegular
표준 탄약 보급품,2,CMC 주조 가공대,3,"CMC 주조 가공대(3), CMC 나노 CNC 작업대(6)",T:CMC_Ammo_Standard
표준 폭발물 보급품,2,CMC 주조 가공대,12,"CMC 주조 가공대(12), CMC 나노 CNC 작업대(24)",T:CMC_Ammo_Explosive
풀미나,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Fulmina
풍우 영기,3,전기 재봉 작업대,2609,"전기 재봉 작업대(2609), 재봉 작업대(2857), 모에로틀 방직기(13636)",T:RM_FlagWindRain
프라이토르,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:TW_Mech_Praetor
프리메라,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Primera
플라스마 기관단총,1,태양 용광로,51429,태양 용광로(51429),T:Milira_PlasmaSMG
플라스틸,3,전기로,7,"전기로(7), 밀리라 중력 직조기(29), 중력 단조대(35)",T:Plasteel
플라즈마 권총,1,태양 용광로,42857,태양 용광로(42857),T:Milira_PlasmaPistol
플라즈마 럼블러포,1,태양 용광로,64286,태양 용광로(64286),T:Milira_Rumbler_Splitting
플라즈마 소총,1,태양 용광로,51429,태양 용광로(51429),T:Milira_PlasmaRifle
플라즈마 점사 기관총,1,태양 용광로,64286,태양 용광로(64286),T:Milira_PlasmaMG
플라즈마 충격 수류탄 벨트,1,태양 용광로,8571,태양 용광로(8571),T:Milira_Apparel_PlasmaShockGrenade
플라즈마 캐논,1,태양 용광로,64286,태양 용광로(64286),T:Milira_PlasmaCannon
플라즈마 펄스 저격소총,1,태양 용광로,64286,태양 용광로(64286),T:Milira_PlasmaPulseSniperRifle
플랫폼: 축전,1,밀리라 중력 직조기,2857,밀리라 중력 직조기(2857),T:Milira_Drone_Capacitor
플레이크,1,약물 연구대,119,약물 연구대(119),T:Flake
피스키퍼,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_Peacekeeper
피아노,2,전기 단조 작업대,8696,"전기 단조 작업대(8696), 단조 작업대(8696)",T:Piano
피앙케토,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_BishopIII_ArsenalCarrier
피코머신,1,기본 초월공학 제작대,16,기본 초월공학 제작대(16),T:Picomachinery
하베스터,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Harvester
하복 라이플,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_HAVOCRifle
하이포,1,약물 연구대,107,약물 연구대(107),T:Hypo_DP2Unofficial
하프,3,전기 단조 작업대,3130,"전기 단조 작업대(3130), 단조 작업대(3130), 간이 제작 장소(16364)",T:Harp
하프시코드,2,전기 단조 작업대,5565,"전기 단조 작업대(5565), 단조 작업대(5565)",T:Harpsichord
학습 보조기,1,조립 작업대,4522,조립 작업대(4522),T:LearningAssistant
합금 폐기물,2,전기 재활용 작업대,1164,"전기 재활용 작업대(1164), 재활용 작업대(1422)",T:VRecyclingE_StabilizedAlloypack
합성 키틴강,1,조립 작업대,114,조립 작업대(114),T:MUSC_SynthChitinsteel
합성원단,1,조립 작업대,12,조립 작업대(12),T:Synthread
핫소스,1,조미료 작업대,7,조미료 작업대(7),T:VCE_HotSauce
항독성 역장 발생기,2,밀리라 범용 작업대,6522,"밀리라 범용 작업대(6522), 밀리라 중력 직조기(7143)",T:Milira_AntitoxinFieldGenerator
항성기사 장교 갑옷,1,조립 작업대,43478,조립 작업대(43478),T:CAT_PrestigeStellicKnightArmor
항성기사 장교 헬멧,1,조립 작업대,9130,조립 작업대(9130),T:CAT_PrestigeStellicKnightHelmet
항성기사 장교 헬멧,1,조립 작업대,4565,조립 작업대(4565),T:CAT_PrestigeStellicKnightHelmetOpen
항출혈기,1,조립 작업대,4522,조립 작업대(4522),T:Coagulator
해독강화 위,1,조립 작업대,4522,조립 작업대(4522),T:DetoxifierStomach
해병 승무원,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Marinecrew
해병대 갑옷,2,중력 단조대,8108,"중력 단조대(8108), 조립 작업대(10435)",T:Apparel_PowerArmor
해병대 장교 갑옷,1,조립 작업대,20870,조립 작업대(20870),T:Apparel_ArmorMarinePrestige
해병대 장교 헬멧,1,조립 작업대,7304,조립 작업대(7304),T:Apparel_ArmorMarineHelmetPrestige
해병대 헬멧,2,중력 단조대,2838,"중력 단조대(2838), 조립 작업대(3652)",T:Apparel_PowerArmorHelmet
핵분열 위,1,조립 작업대,4522,조립 작업대(4522),T:NuclearStomach
햇빛 모자 (드라고니안 프리무스),2,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343)",T:DR_SunHat_DP2Unofficial
허니윙,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Honeywing
헌터 등짐,1,기계 작업대,1739,기계 작업대(1739),T:Apparel_PackHunter
헬캣 소총,1,생체강 성형 작업대,4124,생체강 성형 작업대(4124),T:Gun_HellcatRifle
헬파이어 산탄총,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_RailShotgun
현장,2,전기 재봉 작업대,174,"전기 재봉 작업대(174), 재봉 작업대(190)",T:Apparel_Sash
혈액 온열기,1,생체강 성형 작업대,1361,생체강 성형 작업대(1361),T:BloodWarmer
혈액팩,1,약물 연구대,25,약물 연구대(25),T:HemogenPack
호화로운 디저트,3,전기 스토브,340,"전기 스토브(340), 스토브(340), 태양 조리대(593)",T:VCE_LavishDessert
호화로운 바베큐,1,그릴,267,그릴(267),T:VCE_LavishGrill
호화로운 빵,3,전기 스토브,255,"전기 스토브(255), 스토브(255), 태양 조리대(444)",T:VCE_LavishBake
호화로운 식사,3,전기 스토브,340,"전기 스토브(340), 스토브(340), 태양 조리대(593)",T:MealLavish
호화로운 육식주의 식사,3,전기 스토브,340,"전기 스토브(340), 스토브(340), 태양 조리대(593)",T:MealLavish_Meat
호화로운 채식주의 식사,3,전기 스토브,340,"전기 스토브(340), 스토브(340), 태양 조리대(593)",T:MealLavish_Veg
혼돈의 룬 I,1,룬 작업대,1500,룬 작업대(1500),T:Isekai_Rune_Havoc
혼돈의 룬 II,1,룬 작업대,1950,룬 작업대(1950),T:Isekai_Rune_Havoc_II
혼돈의 룬 III,1,룬 작업대,2400,룬 작업대(2400),T:Isekai_Rune_Havoc_III
혼돈의 룬 IV,1,룬 작업대,3000,룬 작업대(3000),T:Isekai_Rune_Havoc_IV
혼돈의 룬 V,1,룬 작업대,3750,룬 작업대(3750),T:Isekai_Rune_Havoc_V
화강암 석재,1,석재 절삭대,22,석재 절삭대(22),T:BlocksGranite
